,phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,label
0,1518738418675,4.795199,6.023296,6.821184599999999,0.0,0.0,241,46,35,17,1,0,1,0,1,0,0,0,0,0,0,0,342,-3.1835731,55.9446958,138.10000610351565,19.895,7,15,3
1,1518738427500,4.2254065999999995,5.572353400000001,6.020969,0.0,0.0,187,44,46,16,2,0,0,2,0,0,0,0,0,0,0,0,297,-3.183534,55.9446929,144.5,20.785,8,0,3
2,1518738438213,4.338614,5.953453,6.7041984,0.0,0.0,211,57,36,17,9,1,6,2,0,0,0,0,0,0,0,0,339,-3.1835463,55.944683999999995,138.10000610351565,20.956999999999997,8,0,3
3,1518738445997,7.905113,10.723697999999999,11.885289,0.0,0.0,384,96,69,30,10,4,9,3,0,0,0,0,0,0,0,0,605,-3.1835557,55.9446916,138.10000610351565,20.775,8,0,3
4,1518738455080,8.84165,11.159751,11.268144,25.800001,34.5,453,108,69,32,7,6,0,0,0,0,0,0,0,0,0,0,675,-3.1835558999999995,55.944692599999996,138.10000610351565,20.916999999999998,8,0,3
5,1518738464162,6.838493,9.360512,10.03278,25.800001,34.5,327,103,65,36,8,6,8,1,0,0,0,0,0,0,0,0,554,-3.183516,55.9446728,138.10000610351565,20.95,9,0,3
6,1518738473245,6.330973999999999,8.332483,8.736768,25.800001,34.5,303,90,66,24,3,4,3,1,0,0,0,0,0,0,0,0,494,-3.1835383999999998,55.9446681,138.10000610351565,20.03,9,0,3
7,1518738482326,5.8900447,7.804672999999999,9.8249655,25.800001,34.5,306,80,55,20,7,7,3,1,0,1,0,0,0,0,0,0,480,-3.1835581000000004,55.944691799999994,138.10000610351565,20.901999999999997,9,0,3
8,1518738491410,5.302496,6.7797804,6.888054400000001,25.800001,34.5,295,75,43,24,10,2,1,0,0,0,0,0,0,0,0,0,450,-3.1835572,55.944691500000005,138.10000610351565,20.888,9,0,3
9,1518738500493,5.5539513,7.2994394,11.028744,25.800001,34.5,270,84,47,28,5,1,1,2,0,2,0,0,0,0,0,0,440,-3.1835468,55.9446847,138.10000610351565,20.877,9,0,3
10,1518738509574,4.9548492,6.760828999999999,8.603619,25.800001,34.5,258,60,52,24,11,4,4,0,0,1,0,0,0,0,0,0,414,-3.1835582000000002,55.9446924,138.10000610351565,20.914,9,0,3
11,1518738519305,5.037671,6.510766,14.35261,25.800001,34.5,277,68,50,13,7,5,2,0,0,0,0,0,0,0,0,1,423,-3.1835482,55.944684499999994,144.5,20.89,9,0,3
12,1518738527741,5.1064386,6.699592999999999,13.863375,26.5,34.2,256,77,41,30,5,2,2,1,0,0,0,1,0,0,0,0,415,-3.1835607999999995,55.9446916,138.10000610351565,20.978,9,0,3
13,1518738537472,5.108149500000001,6.8379955,11.416719,26.5,34.2,262,68,57,28,4,4,2,0,0,1,1,0,0,0,0,0,427,-3.1835465,55.9446841,138.10000610351565,20.82,9,0,3
14,1518738545905,4.369162,5.7810745,6.630807000000001,26.5,34.2,241,53,41,26,6,3,0,1,1,0,0,0,0,0,0,0,372,-3.1835459999999998,55.94468489999999,138.10000610351565,20.939,9,0,3
15,1518738554989,4.99439,6.5569572,6.6566399999999994,26.5,34.2,231,77,56,23,4,2,1,0,0,0,0,0,0,0,0,0,394,-3.1835587000000003,55.94469229999999,138.10000610351565,20.949,9,0,3
16,1518738564070,4.837075,6.559625,6.8677125,26.5,34.2,243,60,56,28,8,4,1,1,0,0,0,0,0,0,0,0,401,-3.1835558999999995,55.94469229999999,138.10000610351565,20.85,9,0,3
17,1518738572503,4.0418034,5.370217,8.428286,26.5,34.2,206,52,44,17,6,4,1,0,0,0,1,0,0,0,0,0,331,-3.1835766,55.944695200000005,138.10000610351565,19.903,9,0,3
18,1518738581587,4.561760400000001,6.0689454000000005,7.813136999999999,26.5,34.2,235,58,51,18,7,1,3,0,0,1,0,0,0,0,0,0,374,-3.1835347,55.944692599999996,138.10000610351565,20.871,9,0,3
19,1518738590669,5.1881275,6.837263,8.52483,26.5,34.2,270,70,53,23,5,6,1,0,0,1,0,0,0,0,0,0,429,-3.1835369,55.94469229999999,144.5,20.829,9,0,3
20,1518738600402,5.120568799999999,6.744658500000001,6.8505745,26.5,34.2,268,65,54,28,10,1,1,0,0,0,0,0,0,0,0,0,427,-3.1835587000000003,55.944691799999994,138.10000610351565,20.924,9,0,3
21,1518738608189,4.876371,6.6389856,7.5316906,27.1,33.600002,231,79,51,24,6,3,5,0,1,0,0,0,0,0,0,0,400,-3.183535,55.9446928,138.10000610351565,20.930999999999997,9,0,3
22,1518738617270,5.01295,6.760024499999999,7.1021339999999995,27.1,33.600002,229,73,56,27,6,2,2,1,0,0,0,0,0,0,0,0,396,-3.1835526,55.944692,138.10000610351565,20.9,9,0,3
23,1518738626351,4.726296,6.256796400000001,9.6060295,27.1,33.600002,246,68,42,20,7,3,3,1,0,0,1,0,0,0,0,0,391,-3.1835588,55.9446922,138.10000610351565,20.96,9,0,3
24,1518738635434,4.8099375,6.372064599999999,8.081445,27.1,33.600002,225,69,49,19,6,6,0,0,0,1,0,0,0,0,0,0,375,-3.183558,55.9446919,138.10000610351565,20.840999999999998,9,0,3
25,1518738643875,5.589648,7.316617,7.6635941999999995,27.1,33.600002,293,71,53,28,4,3,2,1,0,0,0,0,0,0,0,0,455,-3.1835561,55.944692599999996,138.10000610351565,20.897,9,0,3
26,1518738652952,4.803781,6.5512595000000005,14.784862,27.1,33.600002,220,64,66,25,4,2,2,0,0,1,0,1,0,0,0,0,385,-3.1835565,55.9446921,138.10000610351565,20.991999999999997,9,0,3
27,1518738662035,4.430525,6.118613,6.5976477,27.1,33.600002,187,80,49,28,9,3,1,2,0,0,0,0,0,0,0,0,359,-3.1835567000000005,55.9446924,138.10000610351565,20.945,9,0,3
28,1518738671768,4.398864700000001,6.0384054,6.41383,27.1,33.600002,190,79,45,22,5,8,2,1,0,0,0,0,0,0,0,0,352,-3.1835557999999997,55.9446921,138.10000610351565,20.921,9,0,3
29,1518738680201,5.31876,7.202934299999999,9.650525,27.800001,32.9,274,85,43,24,14,6,4,0,1,1,0,0,0,0,0,0,452,-3.1835558999999995,55.9446925,138.10000610351565,20.985,9,0,3
30,1518738690577,5.2435865,7.0539203,7.2195497,27.800001,32.9,239,80,65,24,6,4,2,0,0,0,0,0,0,0,0,0,420,-3.1835447,55.9446851,144.5,20.893,9,0,3
31,1518738698365,4.8938303,6.551830000000001,8.75555,27.800001,32.9,254,74,55,17,8,7,1,0,1,1,0,0,0,0,0,0,418,-3.1835447,55.9446851,144.5,20.893,9,0,3
32,1518738707449,4.459432,6.038595,6.3661737,27.800001,32.9,211,67,45,35,4,1,2,1,0,0,0,0,0,0,0,0,366,-3.1835335,55.9446928,144.5,20.833000000000002,9,0,3
33,1518738716554,4.176203,5.835622,7.8006066999999994,27.800001,32.9,192,59,45,24,9,5,2,1,0,1,0,0,0,0,0,0,338,-3.1835567000000005,55.94469229999999,138.10000610351565,20.982,9,0,3
34,1518738725612,4.651252700000001,6.5242767,7.2743697,27.800001,32.9,206,66,51,27,9,4,2,3,0,0,0,0,0,0,0,0,368,-3.1835567000000005,55.944692599999996,138.10000610351565,20.915,9,0,3
35,1518738734696,4.5028048,5.884111,6.3129800000000005,27.800001,32.9,227,68,44,17,4,4,0,2,0,0,0,0,0,0,0,0,366,-3.1835572,55.9446922,138.10000610351565,20.95,9,0,3
