phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy
1512477694848,0,0,0,21.9,36.8,12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12336,-3.184069,55.9450312,124,11
1512477759716,1.6543835,2.6376421,3.1397374,21.300001,39.4,163,40,35,24,12,16,6,3,0,0,0,0,0,0,0,0,299,-3.1840272,55.9446085,121,10
1512477780469,1.4302783,2.3735604,3.72597,19.9,40.3,123,40,26,26,14,17,5,0,1,1,0,0,0,0,0,0,253,-3.1839687,55.944341,124,10
1512477801232,1.8246665,2.890167,3.376095,19.1,41.100002,132,54,51,29,10,9,6,3,0,0,0,0,0,0,0,0,294,-3.1836557,55.9440745,130,12
1512477821342,1.6271253,2.8310268,10.55702,18.2,43.100002,124,43,38,27,11,20,9,2,0,1,1,0,0,0,1,0,277,-3.1835931,55.9437328,127,9
1512477842103,1.3389242,2.4253416,3.373458,17.800001,43.9,98,25,42,25,16,10,7,4,1,0,0,0,0,0,0,0,228,-3.1834621,55.9433975,137,4
1512477862864,1.4936044,2.655773,4.2946944,15.7,47,105,39,29,36,9,17,8,1,1,1,0,0,0,0,0,0,246,-3.1833085,55.9431513,134,5
1512477883622,1.3286927,2.4470382,3.40504,13.6,53.7,87,43,29,24,15,14,10,3,1,0,0,0,0,0,0,0,226,-3.1830916,55.9429328,137,3.9
1512477903738,1.5747924,2.7482803,7.4852705,13.6,53.7,119,44,32,28,14,18,4,6,1,0,0,1,0,0,0,0,267,-3.1828357,55.9427582,134,10
1512477923846,1.5684791,2.733824,4.433143,13.7,53,119,45,35,31,10,19,7,3,1,1,0,0,0,0,0,0,271,-3.1825828,55.9425154,133,10
1512477944609,1.7134011,2.8086815,4.960773,13.7,52.7,133,51,44,26,13,14,8,1,1,0,1,0,0,0,0,0,292,-3.1823525,55.9422506,135,10
1512477964718,5.3874655,7.1144624,8.252328,13.7,54.2,681,104,57,39,12,18,13,4,1,0,0,0,0,0,0,0,929,-3.182068,55.9420075,135,10
1512477985476,4.8779674,6.640856,9.092682,13.7,54.4,552,133,65,52,17,13,12,2,1,2,0,0,0,0,0,0,849,-3.1819677,55.9418501,135,13
1512478006238,2.51782,3.6525023,3.9103699,13.7,53.5,237,79,48,29,9,18,7,0,0,0,0,0,0,0,0,0,427,-3.181734,55.9416045,135,13
1512478027645,3.7875462,5.2099557,7.8639064,13.6,54.7,454,88,61,33,15,22,6,2,0,1,1,0,0,0,0,0,683,-3.181315,55.9411696,135,10
1512478048402,1.3914785,2.2369053,3.7544327,13.400001,55.2,130,46,23,23,10,14,4,3,1,1,0,0,0,0,0,0,255,-3.1812321,55.940859,133,12
1512478067218,1.9468879,2.8578446,3.5317585,13.400001,55.4,184,46,38,18,8,13,3,2,1,0,0,0,0,0,0,0,313,-3.1816219,55.9407016,133,10
1512478088627,1.1031922,2.0014822,5.504135,13.3,56,89,25,24,26,10,13,8,0,0,2,1,0,0,0,0,0,198,-3.1821262,55.9406857,123,8
1512478108751,1.4969392,2.5975668,7.752415,13.1,56.4,112,40,29,24,10,16,9,2,0,1,0,1,0,0,0,0,244,-3.1826398,55.9405451,127,13
1512478128849,1.3723149,2.2638283,2.6042814,12.900001,56.9,98,40,33,17,14,10,7,1,0,0,0,0,0,0,0,0,220,-3.1830357,55.9404215,127,6
1512478149612,1.1907929,2.2248585,3.5061283,12.8,57.8,79,31,30,24,9,9,10,3,2,0,0,0,0,0,0,0,197,-3.1834329,55.9403587,126,4
1512478169721,1.2513084,2.1381536,2.4134033,12.6,58.600002,83,29,31,26,5,10,8,0,0,0,0,0,0,0,0,0,192,-3.1838869,55.9402947,120,8
1512478190483,1.2046578,2.2140126,3.9132144,12.3,59.600002,92,21,30,26,10,11,8,2,1,1,0,0,0,0,0,0,202,-3.184345,55.9400702,120,5
1512478210590,1.1585302,2.0349326,3.3047054,12,60,90,29,28,24,8,10,8,2,0,1,0,0,0,0,0,0,200,-3.1849554,55.9399279,129,9
1512478231456,1.424512,2.5480125,3.8907595,11.8,61.100002,99,35,31,40,15,10,8,2,0,1,0,0,0,0,0,0,241,-3.1854121,55.9398115,130,8
1512478252855,1.2858682,2.4340544,4.892046,11.7,61.100002,100,40,26,25,16,19,11,3,1,0,1,0,0,0,0,0,242,-3.1858364,55.9397992,128,7
1512478274245,1.1251063,1.8860478,2.919759,11.7,61.2,74,33,24,20,8,14,3,0,0,1,0,0,0,0,0,0,177,-3.1862109,55.9397292,133,6
1512478293080,1.3035752,2.2619398,4.4222264,11.6,61.8,86,28,37,22,12,8,4,1,3,1,0,0,0,0,0,0,202,-3.1865613,55.9397031,140,8
1512478313199,1.3256903,2.403831,4.4230504,11.5,62,94,40,25,25,8,19,7,2,2,1,0,0,0,0,0,0,223,-3.1868596,55.9397341,130,8
1512478333313,1.1581916,2.1382658,4.1681848,11.5,62.3,89,33,25,25,12,15,8,0,3,1,0,0,0,0,0,0,211,-3.18731,55.9397258,131,8
1512478354073,1.3877431,2.749283,4.4737344,11.400001,62.7,68,42,40,19,10,16,15,2,3,0,0,0,0,0,0,0,215,-3.1879023,55.9396811,124,6
1512478374170,1.3909792,2.6152306,3.6082268,11.3,62.7,99,27,29,32,21,20,6,0,2,0,0,0,0,0,0,0,236,-3.1884462,55.9396825,128,8
1512478394928,1.5985993,2.823008,3.6933618,11.3,63,121,40,31,30,11,14,10,5,0,0,0,0,0,0,0,0,262,-3.1889494,55.9396661,129,7
1512478415137,1.5788887,2.9903383,4.7192183,11.3,63.100002,113,36,33,25,15,18,10,6,2,0,0,0,0,0,0,0,258,-3.1895145,55.9396959,117,6
1512478435260,1.6303604,2.9677358,5.1772766,11.3,63.5,90,53,37,40,13,9,11,3,2,1,0,0,0,0,0,0,259,-3.1898586,55.9397476,117,8
1512478456004,1.4451776,2.6309114,3.63387,11,64.3,88,48,29,28,10,16,10,3,1,0,0,0,0,0,0,0,233,-3.1907026,55.9397759,117,4
1512478476122,1.3045684,2.3512003,5.8396883,11.1,64.200005,90,37,30,26,12,16,5,2,2,1,1,0,0,0,0,0,222,-3.1912306,55.9398268,116,7
1512478496220,1.4016399,2.5539732,4.919967,11,64.5,98,41,31,22,13,14,11,3,0,2,0,0,0,0,0,0,235,-3.1916381,55.9399157,119,7
1512478516987,1.3406622,2.593975,3.4532402,11,64.4,79,38,34,28,18,15,13,1,1,0,0,0,0,0,0,0,227,-3.191621,55.9401762,116,5
1512478538418,1.2393221,2.1575303,2.7494967,10.8,65.8,80,34,30,28,13,14,3,1,1,0,0,0,0,0,0,0,204,-3.1915965,55.9404806,115,5
1512478558522,1.405016,2.6458075,5.606114,10.400001,66.9,72,47,28,26,14,20,5,0,5,1,0,0,0,0,0,0,218,-3.1915886,55.9408034,113,6
1512478578535,1.1909871,2.330614,6.9187107,10.1,68.3,65,28,27,32,11,18,5,1,2,0,2,0,0,0,0,0,191,-3.1915432,55.9410725,124,6
1512478598643,1.314007,2.2663138,2.7226083,9.8,69.700005,76,37,28,24,10,10,6,2,0,0,0,0,0,0,0,0,193,-3.1915733,55.9413641,127,5
1512478619405,1.2158753,2.234258,12.663193,9.6,70.5,72,35,21,32,14,11,7,2,0,0,0,0,0,0,1,1,196,-3.191544,55.9416322,125,5
1512478639517,1.3691318,2.4334853,2.998543,9.5,71.5,78,32,37,14,14,15,5,3,0,0,0,0,0,0,0,0,198,-3.1915272,55.9418858,124,6
1512478660273,1.2016544,2.1908786,2.6731124,9.400001,72,78,26,26,23,10,15,6,2,0,0,0,0,0,0,0,0,186,-3.1914754,55.9421022,120,5
1512478681138,1.1932592,2.0955498,3.0865984,9.400001,71.8,73,33,22,19,9,12,6,0,2,0,0,0,0,0,0,0,176,-3.1915916,55.9425094,125,7
1512478702442,1.1172874,2.0391135,2.4445035,9.3,72.200005,85,25,21,14,11,19,7,1,0,0,0,0,0,0,0,0,183,-3.1921196,55.9425717,130,5
1512478721261,1.0155684,2.0401328,3.6774626,9.3,72.5,70,26,22,13,10,19,7,3,3,0,0,0,0,0,0,0,173,-3.1926503,55.9426042,130,6
