acc[0],acc[1],acc[2],gyro[0],gyro[1],gyro[2],pressure,temperature(C)
0.095703125,1.0252686,-0.02142334,-0.38146973,1.663208,-0.5950928,1061.34,27.661112
0.097351074,1.0272217,-0.020202637,-0.39672852,1.5182495,-0.32043457,1061.28,27.661112
0.09692383,1.0282593,-0.020141602,-0.2975464,1.4953613,-0.2975464,1061.28,27.661112
0.09777832,1.026062,-0.024047852,-0.35858154,1.3809204,-0.16784668,1061.34,27.677778
0.09698486,1.027832,-0.019042969,-0.1296997,1.4572144,-0.2593994,1061.4,27.677778
0.09918213,1.0275269,-0.018249512,-0.19836426,1.3046265,-0.22888184,1061.34,27.677778
0.09655762,1.0285034,-0.021606445,-0.16784668,1.3961792,-0.2746582,1061.34,27.677778
0.09698486,1.0267944,-0.024902344,-0.30517578,1.5411377,-0.38146973,1061.31,27.677778
0.09613037,1.0262451,-0.022888184,-0.35095215,1.4724731,-0.19836426,1061.34,27.677778
0.095214844,1.026123,-0.016540527,-2.166748,2.281189,-1.7776489,1061.37,27.677778
0.08880615,1.0274048,-0.020324707,1.5258789,0.9613037,0.16021729,1061.37,27.677778
0.09222412,1.0281982,-0.015625,0.21362305,1.335144,-0.2593994,1061.37,27.683334
0.091308594,1.029419,-0.02130127,-0.39672852,1.5869141,-0.35858154,1061.37,27.683334
0.092285156,1.0285645,-0.018981934,-0.10681152,1.5640259,-0.47302246,1061.43,27.683334
0.09082031,1.02771,-0.016906738,-0.38146973,1.4648438,-0.2975464,1061.43,27.683334
0.09094238,1.0272217,-0.017456055,0.2822876,1.2054443,0.05340576,1061.43,27.683334
0.08984375,1.0283203,-0.023498535,-0.15258789,1.449585,-0.4119873,1061.43,27.683334
0.091308594,1.0272827,-0.020629883,0.18310547,1.3427734,0.5187988,1061.37,27.694445
0.09112549,1.0272217,-0.021911621,0.19836426,1.6326904,-0.48828125,1061.4,27.694445
0.089416504,1.0256958,-0.018249512,-0.36621094,1.6098022,-0.48828125,1061.4,27.694445
0.09454346,1.0264893,-0.027160645,-0.06866455,1.5029907,-0.16784668,1061.4,27.694445
0.09051514,1.026123,-0.02911377,-0.4272461,1.6555786,-0.5950928,1061.4,27.7
0.09588623,1.0291748,0.0057373047,-8.041382,3.65448,-0.5950928,1061.4,27.7
0.105895996,1.0205078,-0.03161621,-1.411438,0.869751,1.7089844,1061.4,27.7
0.1282959,1.0395508,0.16375732,-0.8239746,-21.583557,1.6479492,1061.4,27.7
0.026306152,0.9979248,0.28894043,11.512756,-3.1204224,-5.1116943,1061.4,27.7
0.12384033,1.0188599,0.09509277,11.3220215,-9.460449,1.373291,1061.4,27.7
0.105895996,1.0152588,0.07525635,-0.9765625,-0.20599365,-0.1296997,1061.4,27.7
0.11376953,1.0165405,0.07751465,-1.335144,1.045227,0.31280518,1061.34,27.694445
0.11175537,1.0171509,0.07928467,0.541687,1.5945435,-0.76293945,1061.34,27.694445
0.11419678,1.0146484,0.0758667,-0.18310547,1.3809204,-0.06866455,1061.4,27.694445
0.1038208,1.0152588,0.086120605,-11.08551,1.8081665,-3.1661987,1061.4,27.694445
0.10760498,1.0217896,0.10614014,8.674622,-3.768921,4.9057007,1061.4,27.683334
0.10675049,1.0175171,0.117248535,-4.2648315,3.2653809,-1.6708374,1061.37,27.683334
0.10229492,1.0157471,0.10211182,-0.91552734,1.7242432,-0.45776367,1061.31,27.683334
0.10559082,1.0195313,0.08746338,0.6790161,1.6555786,-0.6866455,1061.31,27.683334
0.10974121,1.0150146,0.087890625,-0.030517578,1.2054443,0.1373291,1061.4,27.677778
0.10949707,1.0158081,0.09667969,-0.16021729,1.2588501,0.09918213,1061.4,27.677778
0.11090088,1.0150757,0.09112549,-0.2593994,1.5411377,-0.08392334,1061.43,27.677778
0.11505127,1.0161743,0.08917236,-0.038146973,1.2435913,-0.038146973,1061.43,27.677778
0.11212158,1.0184937,0.08691406,-0.4119873,1.625061,-0.1449585,1061.37,27.67222
0.11065674,1.0161133,0.09222412,-0.35095215,1.5792847,-0.4043579,1061.34,27.67222
0.11029053,1.0154419,0.09423828,-0.23651123,1.5640259,-0.38909912,1061.4,27.67222
0.111206055,1.0167847,0.09448242,-0.35858154,1.5106201,-0.30517578,1061.4,27.67222
0.11218262,1.0152588,0.08642578,-0.2822876,1.4343262,-0.11444092,1061.43,27.67222
0.113708496,1.0170898,0.09259033,-0.2822876,1.411438,-0.09918213,1061.43,27.67222
0.11340332,1.0144653,0.08843994,-0.1373291,1.4266968,-0.17547607,1061.4,27.666668
0.11340332,1.0155029,0.08728027,-0.76293945,1.7547607,-0.6866455,1061.4,27.666668
0.1194458,1.0150146,0.08862305,0.20599365,1.5335083,-1.4343262,1061.43,27.666668
0.11218262,1.0184326,0.08508301,0.5264282,0.9994507,0.12207031,1061.43,27.666668
0.11669922,1.0172119,0.08294678,-0.4348755,1.4343262,-0.022888184,1061.34,27.661112
0.11425781,1.013977,0.0847168,-0.35095215,1.3275146,-0.15258789,1061.28,27.661112
0.11462402,1.0153198,0.08258057,-0.4196167,1.5487671,-0.24414063,1061.34,27.661112
0.117248535,1.0142822,0.079589844,-0.35858154,1.4038086,-0.21362305,1061.34,27.661112
0.11651611,1.0163574,0.08465576,-0.19836426,1.4724731,-0.37384033,1061.34,27.661112
0.11578369,1.0150757,0.080444336,-0.39672852,1.5945435,-0.1373291,1061.34,27.661112
0.11968994,1.0145264,0.0758667,0.79345703,1.876831,0,1061.34,27.661112
0.08581543,1.006958,0.068359375,-17.52472,-7.3547363,-3.4942627,1061.34,27.661112
0.12805176,1.0198364,-0.026855469,7.217407,-13.374329,0.25177002,1061.28,27.661112
0.07849121,1.0045776,0.14587402,-8.323669,-4.9972534,-0.89263916,1061.28,27.661112
0.09625244,1.008606,0.13330078,0.2670288,0.9765625,-0.22888184,1061.37,27.655556
0.09313965,1.0125122,0.11834717,0.05340576,1.2054443,-0.09918213,1061.37,27.655556
0.09265137,1.0140381,0.117614746,-0.05340576,1.3580322,-0.09918213,1061.34,27.655556
0.09484863,1.0122681,0.114868164,-0.19836426,1.4724731,-0.289917,1061.34,27.655556
0.09790039,1.0131836,0.11785889,-0.35095215,1.4648438,-0.289917,1061.37,27.655556
0.095336914,1.0132446,0.10852051,-0.19073486,1.335144,-0.35858154,1061.37,27.655556
0.095947266,1.0126343,0.112976074,-0.20599365,1.3809204,-0.2746582,1061.4,27.655556
0.09631348,1.0134888,0.11419678,-0.30517578,1.4724731,-0.35095215,1061.4,27.655556
0.09979248,1.0154419,0.11437988,-0.16021729,1.4266968,-0.16021729,1061.37,27.644447
0.09954834,1.0131226,0.11035156,-0.48065186,1.3122559,-0.22125244,1061.34,27.644447
0.09692383,1.0149536,0.11212158,-0.289917,1.411438,0.022888184,1061.31,27.644447
0.09899902,1.0125732,0.10998535,-0.21362305,1.2435913,0.0076293945,1061.31,27.644447
0.097473145,1.0112305,0.114990234,-0.4043579,1.3427734,-0.1449585,1061.31,27.644447
0.097839355,1.0120239,0.11364746,-0.5340576,1.4038086,-0.289917,1061.31,27.644447
0.10021973,1.0128174,0.113220215,-0.25177002,1.3885498,-0.16784668,1061.35,27.644447
0.09851074,1.0112915,0.11383057,-0.45013428,1.1367798,0.2746582,1061.34,27.644447
0.09838867,1.0133057,0.11810303,0.8544922,1.8081665,-2.2659302,1061.37,27.644447
0.099487305,1.0137329,0.11529541,-0.8773804,1.0299683,1.625061,1061.37,27.644447
0.10064697,1.0112305,0.115112305,-0.6942749,1.5563965,-0.32043457,1061.34,27.644447
0.09686279,1.0145264,0.117248535,0.2670288,1.2817383,-0.20599365,1061.35,27.644447
0.09967041,1.0131226,0.1126709,-0.061035156,1.5563965,-0.34332275,1061.31,27.644447
0.100097656,1.0108643,0.111816406,-0.46539307,1.4190674,-0.22125244,1061.31,27.644447
0.10070801,1.0133057,0.111083984,-0.541687,1.5182495,-0.21362305,1061.41,27.644447
0.10107422,1.0122681,0.11193848,-0.2670288,1.8386841,-0.9765625,1061.41,27.644447
0.1026001,1.0136108,0.10986328,0.015258789,1.3656616,-0.038146973,1061.31,27.644447
0.103393555,1.0128784,0.11291504,-0.23651123,1.5182495,-0.47302246,1061.31,27.644447
0.10180664,1.0134888,0.115600586,-0.17547607,1.4038086,-0.19073486,1061.38,27.644447
0.10131836,1.0147705,0.11566162,-0.30517578,1.4953613,-0.16784668,1061.38,27.644447
0.105041504,1.0159912,0.11657715,-0.25177002,1.1825562,-0.19836426,1061.38,27.63889
0.10235596,1.012085,0.11303711,-0.46539307,1.5106201,-0.17547607,1061.35,27.63889
0.10394287,1.0134888,0.11315918,-0.22125244,1.4801025,-0.16784668,1061.29,27.63889
0.10406494,1.0128174,0.111450195,-0.23651123,1.4877319,-0.45013428,1061.29,27.63889
0.10211182,1.0128174,0.113098145,-0.2975464,1.1901855,-0.030517578,1061.29,27.644447
0.0993042,1.0137329,0.12164307,-1.5792847,1.7166138,-0.24414063,1061.31,27.644447
0.099121094,1.0124512,0.07989502,2.998352,-0.91552734,-0.7324219,1061.41,27.63889
0.074523926,1.010498,0.1282959,-2.7389526,-4.1046143,-7.461548,1061.38,27.63889
-0.05279541,1.0014648,0.1593628,-13.702393,-2.3422241,-3.5629272,1061.35,27.63889
-0.022399902,0.9772949,0.22662354,0.8087158,3.5324097,1.0375977,1061.35,27.63889
-0.008239746,0.9904785,0.21002197,6.752014,2.1972656,2.4337769,1061.29,27.633331
0.005859375,1.0030518,0.1743164,1.9836426,1.7929077,-1.8997192,1061.29,27.633331
-0.030578613,0.99176025,0.21862793,-11.238098,-0.5569458,-0.6942749,1061.35,27.62778
-0.034118652,0.9746094,0.22052002,15.731812,2.822876,7.095337,1061.35,27.62778
-0.022827148,1.00531,0.17401123,-2.4871826,2.4490356,-0.8468628,1061.43,27.62778
-0.012390137,1.0160522,0.15118408,-4.386902,1.739502,-1.1367798,1061.43,27.62778
-0.011047363,1.001648,0.19592285,-0.8468628,1.7929077,-0.6561279,1061.41,27.622223
0,1.0204468,0.11090088,6.4697266,3.9901733,-3.1356812,1061.38,27.622223
-0.008850098,1.007019,0.17358398,-6.5307617,-2.0217896,1.373291,1061.43,27.605556
-0.006164551,0.99786377,0.19769287,-2.39563,7.0648193,-3.9520264,1061.41,27.605556
-0.03363037,0.9857178,0.23468018,-3.3721924,2.6168823,0.5950928,1061.41,27.616665
-0.026855469,0.9902954,0.2312622,0.10681152,1.2512207,-1.2969971,1061.43,27.616665
-0.0211792,0.9976196,0.19763184,8.613586,4.432678,-1.4801025,1061.38,27.599998
-0.023620605,0.9981079,0.19250488,0.5264282,2.6168823,-2.2506714,1061.31,27.599998
-0.035827637,1.0062256,0.1661377,-0.9841919,0.5493164,0.62561035,1061.41,27.594444
-0.03277588,1.0080566,0.16882324,-0.1373291,0.78582764,0.2670288,1061.42,27.594444
-0.03503418,1.0049438,0.16870117,0.34332275,1.6708374,-0.08392334,1061.39,27.594444
-0.03503418,1.00531,0.16534424,-0.038146973,1.701355,-0.15258789,1061.39,27.594444
-0.032470703,1.0064087,0.16333008,-0.045776367,1.4266968,-0.15258789,1061.39,27.594444
-0.032470703,1.0054932,0.16833496,-0.30517578,1.3504028,0.16784668,1061.39,27.594444
-0.030395508,1.0090942,0.16265869,-0.45776367,1.6937256,-1.335144,1061.44,27.583334
-0.03540039,1.0045776,0.16577148,-0.9765625,1.3122559,-0.47302246,1061.42,27.583334
-0.03186035,1.0062256,0.16351318,0.6637573,1.3275146,0.6561279,1061.48,27.583334
-0.03161621,1.0046997,0.16436768,-0.4196167,1.3961792,-0.22125244,1061.48,27.583334
-0.031555176,1.0061035,0.16229248,0.015258789,1.4724731,-0.19836426,1061.42,27.577778
-0.029907227,1.0062256,0.16113281,-0.36621094,1.5106201,-0.20599365,1061.39,27.577778
-0.03173828,1.0083008,0.16192627,-0.21362305,1.4572144,-0.15258789,1061.39,27.566668
-0.028869629,1.0063477,0.1616211,-0.34332275,1.373291,-0.2975464,1061.39,27.566668
-0.02923584,1.0063477,0.16223145,-0.50354004,1.4801025,-0.09918213,1061.42,27.566668
-0.031066895,1.0091553,0.16485596,-0.19836426,1.335144,-0.11444092,1061.42,27.566668
-0.030883789,1.0065918,0.1638794,-0.77819824,1.6098022,-1.2054443,1061.44,27.566668
-0.030212402,1.0067139,0.159729,0.16784668,1.335144,0.0076293945,1061.44,27.566668
-0.030151367,1.0058594,0.15899658,-0.5722046,1.4572144,-0.23651123,1061.51,27.566668
-0.031311035,1.0084839,0.1605835,-0.4348755,1.4343262,-0.21362305,1061.51,27.566668
-0.03137207,1.0068359,0.16149902,-0.2670288,1.5792847,-0.06866455,1061.54,27.561111
-0.03149414,1.0059204,0.16265869,-0.30517578,1.4801025,-0.1296997,1061.51,27.561111
-0.030700684,1.0061646,0.16192627,-0.5950928,1.6174316,-0.2670288,1061.36,27.561111
-0.033569336,1.0084229,0.1618042,-1.0604858,1.5563965,-1.4419556,1061.36,27.561111
-0.031921387,1.0085449,0.16235352,-0.4272461,1.3809204,-0.091552734,1061.44,27.544445
-0.031188965,1.0082397,0.16522217,-0.20599365,1.4648438,-0.25177002,1061.44,27.544445
-0.030639648,1.0076904,0.16320801,-0.25177002,1.6021729,-0.19836426,1061.42,27.544445
-0.03137207,1.0077515,0.1640625,-0.289917,1.5563965,-0.23651123,1061.36,27.544445
-0.03161621,1.0067749,0.1638794,-0.32043457,1.3809204,-0.1373291,1061.36,27.544445
-0.028564453,1.0065918,0.16357422,-0.34332275,1.3885498,-0.2670288,1061.36,27.544445
-0.028686523,1.0059204,0.16241455,-0.30517578,1.5411377,-0.25177002,1061.42,27.544445
-0.029785156,1.0065308,0.16235352,-0.34332275,1.5029907,-0.25177002,1061.42,27.544445
-0.028015137,1.0081177,0.16259766,-0.19073486,1.449585,-0.2746582,1061.44,27.538889
-0.031921387,1.0066528,0.16064453,-0.23651123,1.4801025,-0.076293945,1061.44,27.538889
-0.030151367,1.0083618,0.16308594,-0.22125244,1.5792847,-0.17547607,1061.36,27.538889
-0.031555176,1.0056152,0.1628418,-0.7095337,1.5258789,-0.4196167,1061.36,27.538889
-0.03100586,1.0066528,0.16229248,-0.21362305,1.5640259,-0.23651123,1061.42,27.538889
-0.030822754,1.0075684,0.16210938,-0.35858154,1.5563965,-0.18310547,1061.42,27.538889
-0.030517578,1.0059204,0.16247559,-0.2746582,1.5716553,-0.24414063,1061.51,27.538889
-0.03338623,1.0021362,0.17492676,-7.484436,2.5939941,-0.4043579,1061.51,27.538889
-0.015136719,1.0004883,0.16210938,9.429932,3.90625,-3.540039,1061.48,27.527779
-0.011108398,1.0076904,0.16168213,-2.7160645,0.6561279,-0.08392334,1061.44,27.527779
-0.009765625,1.0076294,0.1675415,-2.0065308,2.1896362,-1.6860962,1061.42,27.522224
-0.0099487305,1.0026245,0.17877197,-1.4724731,1.4266968,-0.51116943,1061.4,27.522224
-0.0045776367,1.0061035,0.16668701,6.8206787,3.440857,2.1438599,1061.37,27.533333
-0.035339355,1.0250854,0.3078003,-8.003235,-20.332336,-15.441895,1061.39,27.533333
0.016906738,0.98846436,0.14019775,10.696411,-25.062561,-8.422852,1061.39,27.522224
-0.08227539,1.0374146,0.18737793,5.6533813,7.774353,-5.012512,1061.37,27.522224
-0.11767578,1.0030518,0.1071167,10.063171,5.012512,-6.767273,1061.42,27.522224
-0.07458496,1.0231323,0.042907715,-2.4108887,1.4266968,-0.31280518,1061.42,27.522224
-0.07849121,1.0234985,0.04071045,-0.1373291,1.5411377,-0.17547607,1061.37,27.527779
-0.075683594,1.0234375,0.039855957,-0.23651123,1.4419556,-0.32806396,1061.4,27.527779
-0.079589844,1.0240479,0.036376953,-1.4801025,1.9226074,-1.2817383,1061.4,27.538889
-0.075805664,1.019165,0.05480957,-2.7999878,-1.1444092,2.6016235,1061.42,27.538889
-0.02557373,1.0227661,0.043395996,-0.30517578,1.5487671,8.483887,1061.31,27.538889
0.032165527,1.031189,0.061279297,-4.547119,1.9607544,0.9841919,1061.3,27.538889
-0.291687,1.1154785,-0.5105591,-15.663147,-164.9704,-40.290833,1061.39,27.544445
0.011108398,1.0757446,0.18383789,-4.951477,5.279541,-5.104065,1061.54,27.516666
-0.13354492,1.0199585,0.19781494,-14.1067505,-3.15094,-14.091492,1061.43,27.516666
-0.12182617,1.0186157,0.13842773,3.9138794,-7.003784,3.40271,1061.43,27.505558
-0.14868164,1.0195923,0.16448975,9.094238,1.3656616,3.5705566,1061.4,27.505558
-0.19244385,1.010376,0.08105469,1.8005371,5.5236816,3.211975,1061.46,27.483334
-0.12420654,1.0211792,0.032348633,2.5787354,4.196167,5.645752,1061.4,27.483334
-0.1352539,1.017395,0.016357422,0.5950928,2.067566,1.991272,1061.46,27.477776
-0.12298584,1.0202637,0.005004883,-0.5950928,1.7929077,2.6016235,1061.46,27.477776
-0.11413574,1.022583,0.015258789,-0.8544922,0.77819824,0.9841919,1061.4,27.483334
-0.10925293,1.0232544,0.022033691,-0.045776367,1.3656616,0.64849854,1061.4,27.483334
-0.10784912,1.0224609,0.020019531,-0.36621094,1.3885498,-0.8773804,1061.43,27.488892
-0.097961426,1.0239868,0.026611328,-3.0899048,0.5874634,-2.319336,1061.46,27.488892
-0.07232666,1.0266724,0.055725098,-5.126953,-3.6392212,-0.6713867,1061.43,27.488892
-0.013549805,1.0408936,0.115722656,-11.787415,-4.1275024,-4.760742,1061.43,27.488892
0.48876953,0.77130127,-0.03881836,35.079956,26.016235,165.96222,1061.43,27.494442
-0.05114746,1.1094971,-0.16009521,24.299622,9.490967,-75.279236,1061.43,27.494442
-0.18823242,1.166565,-0.032287598,8.453369,-23.704529,-69.3512,1061.37,27.505558
0.07952881,0.9970093,0.054870605,-13.5269165,2.7008057,249.99237,1061.43,27.505558
-0.051208496,1.0196533,-0.03173828,10.08606,-20.515442,-17.921448,1061.4,27.533333
0.072021484,1.999939,-0.63183594,34.37805,-60.23407,-219.29169,1061.42,27.533333
-0.7545166,1.999939,0.25628662,-84.47266,-5.554199,249.99237,1061.32,27.561111
-0.03387451,1.0563354,-0.02520752,3.1661987,-9.796143,-30.822754,1061.42,27.561111
-0.42651367,0.33648682,-0.12823486,5.912781,6.980896,-68.71033,1061.42,27.555555
-0.2532959,1.5358276,0.39434814,26.59607,93.803406,-159.0805,1061.42,27.555555
-0.16992188,1.177002,0.07373047,-11.688232,-1.8157959,-82.43561,1061.54,27.538889
0.078186035,0.9902344,0.010253906,1.4266968,29.899597,249.99237,1061.48,27.538889
0.016662598,1.0673218,-0.09069824,0.038146973,-21.659851,-14.923096,1061.44,27.533333
-0.47216797,1.6553345,0.08905029,10.169983,-35.40802,-202.88849,1061.42,27.533333
-1.6020508,1.2283325,0.4710083,22.209167,-147.27783,98.716736,1061.36,27.538889
-0.09008789,1.0703735,-0.0053100586,-4.1275024,-0.21362305,-67.74902,1061.39,27.538889
-0.25646973,0.06774902,0.018127441,16.89148,57.899475,78.84979,1061.36,27.577778
-0.18688965,1.1245117,-0.38739014,26.947021,14.839172,-127.700806,1061.44,27.577778
-0.19000244,1.142273,0.10131836,-9.536743,-8.705139,-81.13861,1061.39,27.566668
-0.09716797,0.8607788,-0.13513184,-52.955627,85.52551,209.93042,1061.39,27.566668
0.19024658,1.0491333,0.01940918,49.27063,22.05658,-23.910522,1061.56,27.533333
-0.014404297,1.0310059,0.009643555,5.4092407,19.41681,-2.9067993,1061.44,27.533333
-0.1459961,1.0915527,-0.18139648,-1.663208,12.992859,-9.864807,1061.44,27.516666
-0.051086426,1.0117188,0.15594482,0.030517578,0.6637573,-5.5236816,1061.43,27.516666
-0.05102539,1.0130615,0.13519287,0.25177002,0.2593994,2.4108887,1061.49,27.494442
-0.032165527,1.013916,0.140625,-0.64849854,1.2664795,2.39563,1061.43,27.494442
-0.02709961,1.0165405,0.14331055,1.4419556,2.7313232,1.8157959,1061.43,27.483334
-0.038391113,1.008728,0.13366699,-2.0599365,2.3498535,0.4348755,1061.4,27.483334
0.049072266,1.0223999,0.12609863,-0.09918213,-2.861023,4.3258667,1061.4,27.466667
0.015930176,1.0129395,0.14294434,-2.1743774,1.0070801,-5.744934,1061.37,27.466667
-0.003540039,1.0060425,0.16070557,-0.45776367,1.2130737,0.78582764,1061.49,27.461111
-0.021850586,0.99780273,0.19085693,-3.2958984,2.5253296,-4.0130615,1061.47,27.461111
-0.027038574,1.012146,0.16699219,-3.9520264,3.1738281,-2.3040771,1061.43,27.444445
-0.027954102,0.96466064,0.26080322,-4.0359497,2.4414063,-3.578186,1061.38,27.444445
-0.03894043,0.98101807,0.26733398,2.281189,0.2746582,2.571106,1061.47,27.416666
-0.026733398,0.991272,0.24310303,1.6403198,1.8539429,1.3046265,1061.41,27.416666
-0.018371582,0.9951172,0.21130371,0.38146973,2.7389526,-0.79345703,1061.41,27.405556
0.0020141602,1.0032349,0.21905518,-2.3345947,1.5258789,2.746582,1061.38,27.405556
-0.031921387,0.97943115,0.21588135,-4.15802,1.3656616,-4.852295,1061.43,27.400002
-0.65930176,1.5527954,0.22424316,-45.74585,107.01752,-82.68738,1061.44,27.400002
-0.43286133,1.5592041,-0.02947998,-8.728027,52.43683,210.7315,1061.44,27.394444
-0.12011719,1.0478516,-0.0056762695,-1.6860962,-10.063171,-40.17639,1061.42,27.394444
0.009277344,0.033081055,0.02758789,-8.308411,68.870544,28.251648,1061.3,27.416666
-0.144104,1.242981,-0.43585205,42.121887,13.473511,-158.08868,1061.35,27.416666
-0.061157227,1.4212646,0.006225586,-18.722534,-18.608093,-112.55646,1061.35,27.444445
0.054626465,1.999939,0.1920166,-4.66156,15.281677,249.99237,1061.41,27.444445
-0.01940918,1.0516357,-0.03857422,1.3656616,-10.818481,-42.73987,1061.41,27.427778
0.18359375,0.15435791,0.1743164,4.760742,-26.565552,3.5247803,1061.38,27.427778
-0.29797363,1.2822876,-0.082214355,22.567749,8.010864,-93.14728,1061.38,27.427778
0.6473999,1.999939,-0.2890625,-29.815674,-84.51843,-189.20135,1061.38,27.427778
-1.4040527,1.999939,-0.18011475,-32.608032,4.5166016,249.99237,1061.31,27.438889
-0.11437988,1.0272827,-0.021484375,1.0299683,2.6779175,-77.77405,1061.35,27.438889
0.4911499,0.1515503,-0.15759277,-26.428223,33.988953,130.12695,1061.35,27.427778
-0.084228516,1.0518799,0.030151367,6.462097,-16.708374,-38.520813,1061.31,27.427778
0.09399414,1.999939,-0.36968994,-10.803223,4.562378,-224.3042,1061.43,27.427778
-0.87402344,1.4215088,0.13079834,29.724121,9.468079,214.34021,1061.43,27.427778
-0.010437012,1.0505981,-0.008666992,-3.440857,1.8844604,-24.162292,1061.53,27.388891
-0.33026123,0.88964844,0.11248779,-11.070251,-1.8157959,-15.87677,1061.44,27.388891
-0.39996338,0.88934326,0.18237305,-4.135132,5.065918,-16.38794,1061.54,27.36111
-0.45355225,0.86572266,0.20928955,1.0910034,-2.2659302,-5.0582886,1061.44,27.36111
-0.4118042,1.0626221,0.2199707,0.48065186,34.858704,-10.421753,1061.48,27.344444
-0.49835205,0.65625,0.06640625,-33.432007,41.5802,89.94293,1061.42,27.344444
-0.1595459,1.0202637,0.18457031,-4.66156,35.66742,35.14099,1061.39,27.344444
-0.05999756,1.0337524,0.14355469,-4.714966,52.856445,21.057129,1061.39,27.344444
-0.020690918,0.9718628,0.17919922,-2.1438599,-3.982544,-2.8915405,1061.44,27.32778
0.033569336,1.0421143,0.109375,10.566711,0.8239746,6.6452026,1061.43,27.32778
-0.0021972656,1.0205078,0.030273438,-0.93078613,2.7694702,5.218506,1061.48,27.32778
0.020568848,1.0119629,0.059448242,-1.3961792,7.4005127,9.635925,1061.48,27.32778
0.09124756,1.0194702,0.07873535,-12.893677,-6.515503,16.494751,1061.37,27.344444
0.26489258,0.84088135,0.28179932,-31.410217,99.41864,-46.966553,1061.39,27.344444
-0.21087646,0.97406006,0.1751709,-23.406982,16.227722,22.766113,1061.44,27.316666
-0.03277588,0.9987793,0.16680908,40.412903,129.49371,58.441162,1061.4,27.316666
-0.1237793,1.1471558,-0.0018920898,-8.132935,5.859375,-4.005432,1061.55,27.288889
0.50616455,0.6472168,0.4985962,91.85791,8.117676,62.034607,1061.49,27.288889
-0.37719727,1.8656616,0.1628418,-66.25366,-40.58838,-39.5813,1061.64,27.222221
-2,1.6464233,-0.758667,-34.1568,-30.35736,249.99237,1061.47,27.222221
0.8453369,0.9199219,0.11602783,-7.507324,64.43787,-64.888,1061.59,27.16111
0.3770752,1.999939,0.36273193,-59.051514,-90.43121,-14.465332,1061.44,27.16111
-2,1.3938599,0.44403076,32.440186,-28.938293,249.99237,1061.51,27.111113
0.40966797,1.3062744,0.20812988,-50.90332,87.379456,17.89093,1061.37,27.111113
0.28582764,1.999939,0.7319946,66.833496,20.469666,61.22589,1061.79,26.977776
0.1305542,1.1011963,-0.09185791,-9.086609,138.83972,31.814575,1061.44,26.977776
0.073913574,1.0897217,0.20794678,-1.1901855,-5.6381226,28.190613,1061.6,26.911112
0.025268555,1.0233154,0.04711914,11.245728,6.942749,-4.371643,1061.43,26.911112
-0.0736084,1.0457764,-0.023132324,-1.2054443,-13.465881,-15.068054,1061.52,26.883333
-0.04498291,1.3676758,0.04296875,-11.444092,-24.002075,-102.66113,1061.47,26.883333
-0.5315552,1.508667,0.28741455,25.878906,2.204895,208.11462,1061.59,26.811113
-0.021606445,1.0357666,-0.0072631836,6.7749023,-9.483337,-38.513184,1061.44,26.811113
0.5177002,0.40112305,0.018310547,49.095154,-33.187866,79.078674,1061.56,26.76111
-0.09552002,1.114624,-0.06939697,27.130127,9.727478,-74.157715,1061.4,26.76111
-0.15368652,1.2935181,0.026550293,-6.149292,-6.111145,-78.15552,1061.63,26.705557
-0.05657959,1.6871948,0.20355225,11.817932,4.623413,249.99237,1061.53,26.705557
0.045959473,1.031311,0.012268066,3.0517578,-25.848389,-7.7056885,1061.68,26.66111
0.06335449,1.7435913,-0.2008667,-17.01355,-18.043518,-181.41937,1061.53,26.66111
-0.48718262,1.1213379,0.62994385,18.089294,141.78467,-147.40753,1061.77,26.572224
-0.18585205,1.3023682,0.11126709,-15.617371,2.6855469,-106.4682,1061.57,26.572224
-0.9243164,1.999939,0.118652344,6.8511963,6.1950684,249.99237,1061.55,26.527779
-0.021484375,1.036438,-0.0034179688,5.54657,-6.576538,-45.89081,1061.4,26.527779
0.2084961,0.6769409,-0.036987305,33.103943,49.545288,191.67328,1061.57,26.47778
0.03137207,1.0826416,-0.018981934,5.8670044,-14.305115,-29.48761,1061.47,26.47778
0.09429932,1.8265381,-0.070617676,-19.119263,-38.414,-178.74908,1061.59,26.416668
-1.2813721,1.1885376,0.07507324,25.19226,64.52942,-64.17847,1061.44,26.416668
-0.03704834,1.0779419,0.013366699,-4.3258667,2.2277832,-61.85913,1061.68,26.366665
-0.0178833,1.0664673,-0.12823486,-8.796692,98.37341,246.23871,1061.55,26.366665
0.07659912,1.0292358,0.17224121,5.9280396,17.662048,-33.699036,1061.67,26.294445
0.084350586,1.4985962,0.32318115,-43.22815,-2.5177002,-108.306885,1061.5,26.294445
-0.35211182,1.1132202,0.16925049,2.1514893,19.630432,152.09961,1061.68,26.255558
0.060791016,1.0316772,0.05090332,26.924133,7.949829,-40.260315,1061.56,26.255558
-0.057678223,1.0358887,-0.056274414,-10.07843,-1.0223389,-20.835876,1061.56,26.233334
-0.14501953,0.97662354,0.31915283,36.193848,24.95575,-95.34454,1061.51,26.233334
-0.5470581,1.3630371,-0.31921387,-13.755798,2.5100708,191.52832,1061.78,26.155556
0.02923584,1.0322266,-0.037353516,-0.289917,-2.7770996,-17.189026,1061.57,26.155556
0.020263672,1.0341797,0.05480957,-16.075134,-4.737854,-11.428833,1061.57,26.155556
-0.038146973,1.0037842,0.15551758,-2.6855469,-3.5629272,2.6245117,1061.61,26.133335
