acc[0],acc[1],acc[2],gyro[0],gyro[1],gyro[2],pressure,temperature(C)
0.11639404,1.0301514,-0.16595459,4.5547485,-9.6206665,-9.284973,1061.76,26.699999
0.09313965,1.02771,-0.11694336,2.281189,1.0223389,1.083374,1061.76,26.711113
0.095581055,1.0251465,-0.13006592,-0.35858154,1.5258789,-0.39672852,1061.81,26.711113
0.094177246,1.0247192,-0.12420654,0.05340576,1.3809204,-0.06866455,1061.73,26.722221
0.09460449,1.0261841,-0.12939453,-0.12207031,1.5335083,-0.33569336,1061.76,26.722221
0.0927124,1.0251465,-0.1260376,-0.4348755,1.6784668,-0.15258789,1061.73,26.744444
0.093444824,1.0252686,-0.12823486,-0.869751,1.7242432,-0.2670288,1061.79,26.744444
0.09503174,1.026001,-0.12738037,-0.2670288,1.6021729,-0.20599365,1061.73,26.76111
0.09240723,1.0234985,-0.12854004,-0.4119873,1.6326904,-0.34332275,1061.75,26.76111
0.09307861,1.0230713,-0.12609863,-0.289917,1.5716553,-0.2593994,1061.75,26.772224
0.091308594,1.0263672,-0.13104248,-0.10681152,1.3122559,-0.16784668,1061.78,26.772224
0.091674805,1.0248413,-0.12536621,-0.45776367,1.5258789,-0.2593994,1061.81,26.788889
0.09185791,1.0247192,-0.124816895,-0.8239746,1.6174316,-0.35858154,1061.84,26.788889
0.09484863,1.0267944,-0.1270752,-1.1367798,1.8463135,-0.45776367,1061.66,26.805555
0.09338379,1.0283813,-0.1293335,-0.35858154,1.5792847,-0.2593994,1061.75,26.805555
0.09338379,1.0241699,-0.12133789,-0.25177002,1.3427734,-0.076293945,1061.81,26.811113
0.093811035,1.0248413,-0.121520996,-0.18310547,1.5487671,-0.2670288,1061.84,26.811113
0.09039307,1.0223389,-0.123535156,0.2975464,1.4190674,-0.22888184,1061.75,26.833336
0.09124756,1.0263672,-0.1453247,-1.1825562,1.7623901,-1.1138916,1061.77,26.833336
0.08355713,1.0270996,-0.09625244,0.9613037,1.5792847,-0.20599365,1061.82,26.844444
0.09173584,1.0238037,-0.11651611,3.440857,0.74768066,0.9765625,1061.86,26.844444
0.09240723,1.0256958,-0.13140869,-1.411438,1.7929077,-0.4348755,1061.74,26.86111
0.087768555,1.0248413,-0.10449219,0.2593994,1.335144,-0.1373291,1061.77,26.86111
0.09234619,1.0268555,-0.13165283,-0.06866455,1.3504028,0.05340576,1061.77,26.872223
0.08843994,1.0267334,-0.10638428,-1.0910034,1.6937256,-0.541687,1061.8,26.872223
0.08758545,1.0256348,-0.10852051,0.6866455,1.2359619,0.061035156,1061.8,26.872223
0.08856201,1.0266113,-0.113708496,0.34332275,1.2512207,-0.25177002,1061.8,26.872223
0.09136963,1.0272217,-0.115600586,0.015258789,1.4877319,-0.16021729,1061.68,26.88889
0.089660645,1.027832,-0.11206055,-0.78582764,1.7700195,-0.19073486,1061.69,26.88889
0.09057617,1.0280151,-0.11437988,-0.49591064,1.6174316,-0.2593994,1061.69,26.9
0.088378906,1.026001,-0.107421875,-0.48065186,1.4419556,-0.09918213,1061.73,26.9
0.08892822,1.0269165,-0.114868164,-0.16021729,1.5563965,-0.091552734,1061.73,26.9
0.09008789,1.0268555,-0.11206055,-0.51116943,1.663208,-0.32806396,1061.73,26.9
0.08673096,1.0270386,-0.1083374,-0.289917,1.4038086,-0.11444092,1061.73,26.911112
0.08947754,1.0266724,-0.107421875,-0.64086914,1.6326904,-0.19836426,1061.76,26.911112
0.08911133,1.0256958,-0.107666016,-0.32806396,1.7318726,-0.7019043,1061.69,26.92222
0.091674805,1.024353,-0.10821533,0.091552734,1.2207031,0.20599365,1061.76,26.92222
0.091552734,1.0269775,-0.10852051,-1.411438,1.5029907,-0.45013428,1061.81,26.933336
0.04724121,1.0134277,-0.09753418,-6.3476563,-2.5405884,-0.45013428,1061.85,26.933336
0.12371826,1.0238037,-0.08288574,1.2817383,2.8686523,6.5612793,1061.76,26.944445
0.25250244,1.0029297,-0.09063721,-5.592346,2.5024414,19.515991,1061.79,26.944445
0.45257568,0.9359131,-0.061767578,9.857178,-11.245728,20.446777,1061.79,26.950003
0.5383301,0.86712646,-0.2234497,4.4937134,-20.751953,6.385803,1061.78,26.950003
0.6386719,0.7562866,-0.18951416,-26.817322,97.846985,35.39276,1061.68,26.961111
0.59191895,0.85876465,-0.13775635,9.590149,9.315491,-23.834229,1061.72,26.961111
0.24212646,1.0477295,0.076293945,-10.650635,19.28711,-53.718567,1061.72,26.950003
-0.04638672,1.029419,-0.01574707,-3.8375854,4.486084,-16.326904,1061.68,26.950003
-0.12768555,1.0229492,-0.006958008,0.7247925,0.64849854,-10.505676,1061.75,26.950003
-0.11212158,1.0218506,-0.09399414,12.794495,-0.39672852,2.456665,1061.75,26.950003
-0.1159668,1.0221558,-0.09472656,-11.222839,0.08392334,-3.5858154,1061.75,26.950003
-0.13189697,1.0198975,-0.030151367,0.63323975,1.5411377,-0.17547607,1061.75,26.950003
-0.12792969,1.0201416,-0.04559326,2.0751953,1.7547607,0.6866455,1061.75,26.950003
-0.1274414,1.0223389,-0.041259766,-0.8773804,1.449585,-0.24414063,1061.78,26.950003
-0.12878418,1.0229492,-0.044677734,-0.8773804,1.2817383,0.2746582,1061.81,26.950003
-0.12884521,1.0230103,-0.037597656,-0.6637573,1.449585,-0.74768066,1061.78,26.950003
-0.13031006,1.0178833,-0.02734375,0.579834,1.5182495,-0.2593994,1061.75,26.950003
-0.124938965,1.0198364,-0.020751953,-2.418518,0.38146973,-0.31280518,1061.75,26.950003
-0.12957764,1.0233154,-0.043518066,-0.541687,1.7623901,0.831604,1061.81,26.938887
-0.13104248,1.0219727,-0.03149414,0.16784668,1.6784668,-0.22888184,1061.79,26.938887
-0.13275146,1.0194702,-0.037719727,0.4119873,1.7623901,-0.49591064,1061.79,26.933336
-0.13165283,1.0202026,-0.03314209,-0.4348755,1.449585,-0.1373291,1061.79,26.933336
-0.13043213,1.0204468,-0.030578613,-0.2670288,1.5106201,-0.12207031,1061.79,26.927778
-0.12908936,1.0198975,-0.034606934,-0.24414063,1.5640259,-0.16021729,1061.76,26.927778
-0.13012695,1.0210571,-0.0335083,-0.15258789,1.6021729,-0.19836426,1061.76,26.933336
-0.13092041,1.0214233,-0.033935547,-0.5569458,1.4953613,-0.47302246,1061.79,26.933336
-0.1303711,1.0197144,-0.03265381,0.11444092,1.5411377,0.0076293945,1061.76,26.927778
-0.13153076,1.0194092,-0.029663086,-0.22125244,1.5106201,-0.09918213,1061.73,26.927778
-0.12792969,1.020874,-0.03112793,-0.22125244,1.4266968,0.1296997,1061.76,26.933336
-0.13092041,1.0195313,-0.030334473,-0.22888184,1.5258789,0.022888184,1061.79,26.933336
-0.13208008,1.0192261,-0.025268555,-5.2337646,0.8392334,-0.51116943,1061.79,26.92222
-0.12957764,1.0214844,-0.023010254,-0.0076293945,1.7852783,-0.90789795,1061.76,26.92222
-0.13043213,1.0182495,-0.023986816,-0.1449585,1.5258789,-0.39672852,1061.76,26.92222
-0.12982178,1.0197144,-0.020874023,0.23651123,1.6098022,-0.030517578,1061.76,26.92222
-0.1303711,1.0198364,-0.01940918,-0.21362305,1.4572144,-0.1373291,1061.76,26.92222
-0.12939453,1.020752,-0.022094727,-0.35095215,1.4190674,-0.045776367,1061.76,26.92222
-0.13031006,1.0210571,-0.025146484,-0.09918213,1.5945435,-0.22888184,1061.76,26.92222
-0.13024902,1.020752,-0.019470215,-0.2746582,1.5411377,-0.10681152,1061.76,26.92222
-0.13049316,1.0202637,-0.020019531,-0.24414063,1.4801025,-0.19836426,1061.81,26.911112
-0.12945557,1.0214233,-0.020019531,0.022888184,1.5106201,-0.10681152,1061.76,26.911112
-0.13226318,1.0192261,-0.01953125,0.16021729,1.663208,-0.0076293945,1061.76,26.911112
-0.13226318,1.0203857,-0.01751709,-0.5493164,1.3961792,0.19836426,1061.76,26.911112
-0.13104248,1.0198364,-0.022827148,-0.8392334,1.4343262,-0.91552734,1061.73,26.92222
-0.1328125,1.0194702,-0.012207031,0.11444092,1.5106201,-0.076293945,1061.79,26.92222
-0.13122559,1.0204468,-0.01965332,-0.89263916,1.3961792,-0.21362305,1061.76,26.92222
-0.1307373,1.0178223,-0.013916016,0.7247925,1.6326904,0.16021729,1061.76,26.92222
-0.1329956,1.0176392,-0.015075684,0.22125244,1.4648438,0.11444092,1061.76,26.92222
-0.13031006,1.0212402,-0.020080566,-0.19073486,1.4877319,-0.19836426,1061.79,26.911112
-0.13092041,1.0214233,-0.016235352,-0.22888184,1.5563965,-0.11444092,1061.73,26.911112
-0.12945557,1.0205688,-0.016357422,-0.289917,1.411438,-0.15258789,1061.69,26.911112
-0.1317749,1.0194702,-0.017700195,-0.15258789,1.5182495,-0.2975464,1061.76,26.911112
-0.12982178,1.0194092,-0.019042969,-0.31280518,1.4572144,-0.17547607,1061.81,26.92222
-0.13049316,1.0236206,-0.016296387,-0.1449585,1.663208,-0.32043457,1061.81,26.92222
-0.13183594,1.0193481,-0.022277832,0.60272217,1.6479492,0.64086914,1061.76,26.911112
-0.1293335,1.019104,-0.013549805,-0.6790161,1.3961792,-0.091552734,1061.69,26.911112
-0.13000488,1.0205688,-0.019897461,-0.8010864,1.4266968,-0.33569336,1061.69,26.92222
-0.12805176,1.0182495,-0.020935059,-0.5340576,1.5945435,-0.32806396,1061.76,26.92222
-0.12878418,1.0203247,-0.024108887,-0.579834,1.4343262,-0.1373291,1061.81,26.92222
-0.12884521,1.0205078,-0.020874023,0.015258789,1.5563965,-0.1296997,1061.81,26.92222
-0.128479,1.0209961,-0.02331543,-0.19836426,1.4419556,-0.19073486,1061.76,26.92222
-0.12792969,1.020752,-0.015808105,-0.7171631,1.4419556,-0.1449585,1061.76,26.92222
-0.12872314,1.017395,-0.018005371,-0.75531006,1.3046265,-0.289917,1061.73,26.92222
-0.1281128,1.0198364,-0.020935059,-0.7171631,1.373291,-0.015258789,1061.73,26.92222
-0.13006592,1.0224609,-0.022705078,-0.47302246,1.4724731,-0.17547607,1061.76,26.927778
-0.13061523,1.0217285,-0.024169922,-0.38909912,1.4801025,-0.23651123,1061.76,26.927778
-0.12915039,1.0206299,-0.021728516,-0.38146973,1.4648438,-0.32806396,1061.81,26.927778
-0.12915039,1.0195923,-0.020080566,-0.18310547,1.449585,-0.22125244,1061.81,26.927778
-0.1307373,1.0180664,-0.019958496,-0.1373291,1.5106201,-0.076293945,1061.76,26.933336
-0.13049316,1.020935,-0.015930176,-0.16784668,1.5335083,-0.05340576,1061.79,26.933336
-0.12982178,1.019043,-0.016235352,0.10681152,1.5258789,0.16784668,1061.81,26.933336
-0.10571289,1.0206299,0.011291504,-3.501892,0.0076293945,7.5302124,1061.81,26.933336
-0.10357666,1.0579224,0.011291504,1.8615723,6.744385,25.83313,1061.81,26.933336
0.42681885,0.9512329,0.025756836,-1.5182495,-12.22229,34.225464,1061.81,26.933336
0.48931885,0.9187622,-0.00024414063,-6.6223145,7.827759,-15.426636,1061.73,26.944445
0.20825195,1.0322876,0.03515625,8.132935,0.9460449,-56.274414,1061.76,26.944445
-0.07183838,0.9957886,0.034118652,-0.2975464,13.542175,-4.425049,1061.76,26.950003
-0.027770996,1.026123,0.0036621094,11.428833,-1.6860962,4.3029785,1061.75,26.950003
-0.021728516,1.026001,-0.005004883,-0.9536743,0.35095215,0.11444092,1061.75,26.961111
-0.018493652,1.0302124,-0.011230469,-0.38909912,1.4343262,0.09918213,1061.78,26.961111
-0.020019531,1.0305176,-0.013122559,-0.10681152,1.4343262,-0.22125244,1061.72,26.972223
-0.018737793,1.03125,-0.014404297,-0.20599365,1.4877319,-0.1296997,1061.75,26.972223
-0.01940918,1.0270386,-0.012268066,-0.045776367,1.449585,0.0076293945,1061.68,26.98889
-0.017089844,1.0282593,-0.012756348,-0.015258789,1.4572144,0.061035156,1061.72,26.98889
-0.015136719,1.0335083,-0.021972656,-0.579834,1.6174316,-1.7929077,1061.68,27
-0.01977539,1.0267334,-0.0040283203,-1.1520386,1.6098022,-0.20599365,1061.72,27
-0.015197754,1.0267944,-0.012817383,4.4555664,1.2054443,1.2741089,1061.68,27.011112
-0.011413574,1.0284424,-0.018249512,-2.6397705,1.449585,-1.045227,1061.72,27.011112
-0.0115356445,1.0281372,-0.018920898,0.045776367,1.4724731,-0.15258789,1061.72,27.011112
-0.0119018555,1.0292969,-0.019226074,-0.36621094,1.5335083,-0.10681152,1061.71,27.011112
-0.008422852,1.0298462,-0.018798828,1.3656616,1.4724731,1.0375977,1061.65,27.022223
-0.0073242188,1.031311,-0.021057129,-2.0828247,1.4724731,-1.6708374,1061.71,27.022223
